Link							000							001							002							003							004							005							006							007							008							009							010							011							012							013							014							015							016							017							018							019							020							021							022							023							024							025							026							027							028							029							030							031							032							033							034							035							036							037							038							039							040							041							042							043							044							045							046							047							048							049							050							051							052							053							054							055							056							057							058							059							060							061							062							063							064							065							066							067							068							069							070							071							072							073							074							075							076							077							078							079							080							081							082							083				
Frame 0000	1101 e0c0000000000000	1101 e040000000000000	1101 e000000000000000	1101 e180000000000000	1101 e000000000000000	1101 e0c0000000000000	1101 e0c0000000000000	1101 e000000000000000	1101 e000000000000000	1101 e0a0000000000000	1101 e000000000000000	1101 e2e0000000000000	1101 e000000000000000	1101 e0a0000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e080000000000000	1101 e040000000000000	1101 e000000000000000	1101 e0c0000000000000	1101 e0c0000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e0e0000000000000	1101 e000000000000000	1101 e0c0000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	
Frame 0011	0001 e160000000000000	0001 e040000000000000	0001 e000000000000000	0001 e040000000000000	0001 e1c0000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e040000000000000	0001 e140000000000000	0001 e140000000000000	0001 e000000000000000	0001 e200000000000000	0001 e080000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e0c0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e040000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e020000000000000	0001 e000000000000000	0001 e040000000000000	0001 e080000000000000	0001 e000000000000000	0001 e040000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e080000000000000	0001 e040000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0012	0001 e0e0000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0c0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0e0000000000000	0001 e180000000000000	0001 e1e0000000000000	0001 e000000000000000	0001 e0e0000000000000	0001 e0c0000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0c0000000000000	0001 e1a0000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e0e0000000000000	0001 e140000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e100000000000000	0001 e000000000000000	0001 e080000000000000	0001 e0e0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0013	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e1a0000000000000	0001 e080000000000000	0001 e040000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e040000000000000	0001 e040000000000000	0001 e180000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e100000000000000	0001 e000000000000000	0001 e080000000000000	0001 e0e0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0014	0001 e0e0000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e000000000000000	0001 e080000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e1a0000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e060000000000000	0001 e080000000000000	0001 e0e0000000000000	0001 e0e0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e1e0000000000000	0001 e000000000000000	0001 e060000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0c0000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e080000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0015	0001 e060000000000000	0001 e020000000000000	0001 e000000000000000	0001 e040000000000000	0001 e080000000000000	0001 e0c0000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0c0000000000000	0001 e140000000000000	0001 e080000000000000	0001 e000000000000000	0001 e040000000000000	0001 e020000000000000	0001 e000000000000000	0001 e080000000000000	0001 e0c0000000000000	0001 e0e0000000000000	0001 e080000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e1e0000000000000	0001 e000000000000000	0001 e0c0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e080000000000000	0001 e080000000000000	0001 e020000000000000	0001 e020000000000000	0001 e000000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0016	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e080000000000000	0001 e060000000000000	0001 e180000000000000	0001 e000000000000000	0001 e160000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0a0000000000000	0001 e120000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e0e0000000000000	0001 e080000000000000	0001 e0e0000000000000	0001 e060000000000000	0001 e000000000000000	0001 e1e0000000000000	0001 e000000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0c0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e020000000000000	0001 e080000000000000	0001 e020000000000000	0001 e020000000000000	0001 e080000000000000	0001 e100000000000000	0001 e040000000000000	0001 e040000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0017	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e080000000000000	0001 e060000000000000	0001 e180000000000000	0001 e000000000000000	0001 e160000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0a0000000000000	0001 e120000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e080000000000000	0001 e000000000000000	0001 e080000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e1e0000000000000	0001 e000000000000000	0001 e0e0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e060000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e060000000000000	0001 e000000000000000	0001 e060000000000000	0001 e060000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0e0000000000000	0001 e100000000000000	0001 e080000000000000	0001 e0e0000000000000	0001 e0e0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0018	0001 e040000000000000	0001 e180000000000000	0001 e000000000000000	0001 e040000000000000	0001 e0c0000000000000	0001 e0c0000000000000	0001 e000000000000000	0001 e0a0000000000000	0001 e1a0000000000000	0001 e080000000000000	0001 e0a0000000000000	0001 e040000000000000	0001 e160000000000000	0001 e040000000000000	0001 e100000000000000	0001 e020000000000000	0001 e000000000000000	0001 e0e0000000000000	0001 e000000000000000	0001 e080000000000000	0001 e020000000000000	0001 e000000000000000	0001 e140000000000000	0001 e040000000000000	0001 e040000000000000	0001 e040000000000000	0001 e080000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0e0000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e080000000000000	0001 e140000000000000	0001 e040000000000000	0001 e000000000000000	0001 e080000000000000	0001 e100000000000000	0001 e080000000000000	0001 e0a0000000000000	0001 e0e0000000000000	0001 e0c0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0019	0001 e080000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0e0000000000000	0001 e180000000000000	0001 e1e0000000000000	0001 e000000000000000	0001 e080000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0020	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e100000000000000	0001 e020000000000000	0001 e000000000000000	0001 e080000000000000	0001 e000000000000000	0001 e080000000000000	0001 e000000000000000	0001 e080000000000000	0001 e0a0000000000000	0001 e080000000000000	0001 e000000000000000	0001 e0a0000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0021	0001 e060000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e000000000000000	0001 e080000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e1a0000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e1a0000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e040000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e100000000000000	0001 e020000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e040000000000000	0001 e040000000000000	0001 e080000000000000	0001 e040000000000000	0001 e040000000000000	0001 e040000000000000	0001 e040000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0022	0001 e060000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e0c0000000000000	0001 e040000000000000	0001 e100000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0c0000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e1a0000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e0a0000000000000	0001 e140000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e100000000000000	0001 e000000000000000	0001 e080000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0023	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e020000000000000	0001 e180000000000000	0001 e000000000000000	0001 e160000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0a0000000000000	0001 e080000000000000	0001 e000000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e1a0000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e0a0000000000000	0001 e140000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e100000000000000	0001 e000000000000000	0001 e080000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e080000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0024	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e060000000000000	0001 e180000000000000	0001 e000000000000000	0001 e160000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0a0000000000000	0001 e120000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e0e0000000000000	0001 e160000000000000	0001 e080000000000000	0001 e080000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e040000000000000	0001 e040000000000000	0001 e140000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e020000000000000	0001 e000000000000000	0001 e000000000000000	0001 e080000000000000	0001 e020000000000000	0001 e080000000000000	0001 e040000000000000	0001 e0a0000000000000	0001 e000000000000000	0001 e040000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
