Link							000							001							002							003							004							005							006							007							008							009							010							011							012							013							014							015							016							017							018							019							020							021							022							023							024							025							026							027							028							029							030							031							032							033							034							035							036							037							038							039							040							041							042							043							044							045							046							047							048							049							050							051							052							053							054							055							056							057							058							059							060							061							062							063							064							065							066							067							068							069							070							071							072							073							074							075							076							077							078							079							080							081							082							083				
Frame 0000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 fd36600000000000	1101 f4e2200000000000	1101 f098c00000000000	1101 f39ac00000000000	1101 e5aba00000000000	1101 f1ff200000000000	1101 e46f200000000000	1101 e983a00000000000	1101 e82ee00000000000	1101 e94ce00000000000	1101 f619c00000000000	1101 f89f400000000000	1101 e9f9400000000000	1101 e72b400000000000	1101 e000000000000000	1101 e000800000000000	1101 e000000000000000	1101 e000e00000000000	1101 e000000000000000	1101 e002400000000000	1101 e001e00000000000	1101 e002200000000000	1101 e001400000000000	1101 e001200000000000	1101 e000000000000000	1101 e000000000000000	1101 e001200000000000	1101 e000000000000000	1101 f9cb800000000000	1101 fe4d600000000000	1101 e0b4e00000000000	1101 ecb3c00000000000	1101 f68be00000000000	1101 eb64400000000000	1101 ea94e00000000000	1101 e7abe00000000000	1101 e4ada00000000000	1101 ff77e00000000000	1101 fbac800000000000	1101 fc58400000000000	1101 fc4be00000000000	1101 e995600000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	
Frame 0011	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000200000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000600000000000	0001 e000400000000000	0001 e000e00000000000	0001 e001800000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e2d8000000000000	0001 fb28000000000000	0001 e8e5c00000000000	0001 e10f800000000000	0001 ffda000000000000	0001 e570a00000000000	0001 e4fbe00000000000	0001 e3fb600000000000	0001 edf0400000000000	0001 e94e600000000000	0001 fca7200000000000	0001 f931800000000000	0001 eb1ce00000000000	0001 f215c00000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000a00000000000	0001 e001000000000000	0001 e000a00000000000	0001 e001a00000000000	0001 e000e00000000000	0001 e001800000000000	0001 e000600000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 ff0bc00000000000	0001 fcc6400000000000	0001 ecd5400000000000	0001 fbf0800000000000	0001 f356400000000000	0001 e542200000000000	0001 ea18600000000000	0001 ea36200000000000	0001 e93a000000000000	0001 edcd600000000000	0001 e9c3c00000000000	0001 f866a00000000000	0001 e627200000000000	0001 f1f1a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0012	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000400000000000	0001 e000000000000000	0001 e001000000000000	0001 e000000000000000	0001 e000600000000000	0001 e001200000000000	0001 e001400000000000	0001 e001800000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000000000000000	0001 e000600000000000	0001 f00ba00000000000	0001 fa63400000000000	0001 e293600000000000	0001 fb68200000000000	0001 f1b7600000000000	0001 f02e000000000000	0001 f3d2600000000000	0001 e117a00000000000	0001 f96ca00000000000	0001 f4d6a00000000000	0001 ff33000000000000	0001 e297a00000000000	0001 f4a4a00000000000	0001 f28f400000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e001600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e002600000000000	0001 e000e00000000000	0001 e000000000000000	0001 e001400000000000	0001 e000000000000000	0001 e659600000000000	0001 e60a800000000000	0001 f796400000000000	0001 f5c5000000000000	0001 eb8f000000000000	0001 e31be00000000000	0001 fe59000000000000	0001 e0e5400000000000	0001 e56ec00000000000	0001 ffe7600000000000	0001 ed60a00000000000	0001 e3d6600000000000	0001 f5c7600000000000	0001 ed3e000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0013	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000400000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e002000000000000	0001 e000c00000000000	0001 e001200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 f5d7600000000000	0001 ecb3e00000000000	0001 f13a200000000000	0001 eae8400000000000	0001 ebf7400000000000	0001 fec2000000000000	0001 e5ca000000000000	0001 f996000000000000	0001 e45b800000000000	0001 fcd4600000000000	0001 eaac200000000000	0001 e338c00000000000	0001 ffe1a00000000000	0001 ed65e00000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e001600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e002000000000000	0001 e000e00000000000	0001 e000000000000000	0001 e001400000000000	0001 e000000000000000	0001 e51e000000000000	0001 f0c9e00000000000	0001 e457400000000000	0001 fedce00000000000	0001 ecb2c00000000000	0001 fec8400000000000	0001 e5eb400000000000	0001 e4f4600000000000	0001 e6c5e00000000000	0001 e613400000000000	0001 ef23400000000000	0001 ed2b000000000000	0001 f03e200000000000	0001 f796600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0014	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000e00000000000	0001 e002200000000000	0001 e000000000000000	0001 e002000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000c00000000000	0001 e591400000000000	0001 f63e600000000000	0001 fcf2800000000000	0001 fc28600000000000	0001 e29f000000000000	0001 f5c6a00000000000	0001 e4a3600000000000	0001 fb45000000000000	0001 fc43400000000000	0001 f12dc00000000000	0001 ee0ec00000000000	0001 e2df600000000000	0001 efdd400000000000	0001 f317a00000000000	0001 e000600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e001e00000000000	0001 e000600000000000	0001 e000c00000000000	0001 e001a00000000000	0001 e001000000000000	0001 ffbcc00000000000	0001 e70ca00000000000	0001 e92a200000000000	0001 eb2fe00000000000	0001 fef6800000000000	0001 ea41200000000000	0001 eca1200000000000	0001 ec9aa00000000000	0001 eaf2400000000000	0001 ee19800000000000	0001 fed8000000000000	0001 f451e00000000000	0001 ec00a00000000000	0001 f954a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0015	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000800000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e001c00000000000	0001 e000000000000000	0001 e002000000000000	0001 e000000000000000	0001 e000000000000000	0001 e001000000000000	0001 e001800000000000	0001 f38ca00000000000	0001 e9a0600000000000	0001 e43b600000000000	0001 e0de200000000000	0001 ea6ea00000000000	0001 fe26a00000000000	0001 f3cac00000000000	0001 f5e8000000000000	0001 f80c200000000000	0001 fcb7e00000000000	0001 ebf4800000000000	0001 e24c400000000000	0001 f20c600000000000	0001 fc66600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e001600000000000	0001 e001000000000000	0001 e000000000000000	0001 e000000000000000	0001 e002000000000000	0001 e001800000000000	0001 e001a00000000000	0001 e001e00000000000	0001 e001a00000000000	0001 fbe7000000000000	0001 fc88400000000000	0001 f132e00000000000	0001 fbebe00000000000	0001 f7b0200000000000	0001 ec4c200000000000	0001 fcf6a00000000000	0001 ec8a800000000000	0001 e1de800000000000	0001 f8e9c00000000000	0001 fbb5000000000000	0001 f4dea00000000000	0001 f344e00000000000	0001 e254400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0016	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000800000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e001400000000000	0001 e001400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000c00000000000	0001 e5ec000000000000	0001 e653600000000000	0001 fdc0200000000000	0001 fdd2c00000000000	0001 fb97000000000000	0001 f7c8e00000000000	0001 efa7a00000000000	0001 f1fbe00000000000	0001 ebeb400000000000	0001 f5fda00000000000	0001 e6c7600000000000	0001 ffc8e00000000000	0001 f590200000000000	0001 e4c7200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000000000000000	0001 e001600000000000	0001 e000c00000000000	0001 e000e00000000000	0001 e000000000000000	0001 e001e00000000000	0001 e002000000000000	0001 e000600000000000	0001 e001e00000000000	0001 e000a00000000000	0001 f96de00000000000	0001 f1a0200000000000	0001 e52c400000000000	0001 f75ee00000000000	0001 e461600000000000	0001 ee62000000000000	0001 e5c0c00000000000	0001 f3bd000000000000	0001 f068600000000000	0001 f3d3c00000000000	0001 e7dba00000000000	0001 f4e3c00000000000	0001 f7af000000000000	0001 f166000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0017	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e001400000000000	0001 e001400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 fe88200000000000	0001 fdb1600000000000	0001 e93b400000000000	0001 ee69e00000000000	0001 e876a00000000000	0001 fa3d800000000000	0001 e076800000000000	0001 e5aa800000000000	0001 f01d600000000000	0001 f2c5e00000000000	0001 faba000000000000	0001 eede800000000000	0001 ffa6000000000000	0001 e912000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e001200000000000	0001 e001400000000000	0001 e000000000000000	0001 e000c00000000000	0001 e001400000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e8aa200000000000	0001 fa4ba00000000000	0001 ff94e00000000000	0001 fc2b000000000000	0001 e3ee200000000000	0001 fa05800000000000	0001 ec9c400000000000	0001 e4ade00000000000	0001 ffe1000000000000	0001 ea88800000000000	0001 ef20000000000000	0001 e1c2800000000000	0001 ebaae00000000000	0001 fd51400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0018	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e001c00000000000	0001 e001400000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e72d000000000000	0001 f9fb600000000000	0001 f0b5200000000000	0001 f68f200000000000	0001 e4efc00000000000	0001 e53ee00000000000	0001 ef92400000000000	0001 f02e400000000000	0001 f595a00000000000	0001 f37c800000000000	0001 f29b200000000000	0001 ebe0a00000000000	0001 fb7dc00000000000	0001 f9f8c00000000000	0001 e000c00000000000	0001 e000800000000000	0001 e000000000000000	0001 e003400000000000	0001 e001000000000000	0001 e003c00000000000	0001 e000c00000000000	0001 e000e00000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000e00000000000	0001 e000000000000000	0001 e000c00000000000	0001 e003400000000000	0001 f958000000000000	0001 e818a00000000000	0001 e251000000000000	0001 feb0a00000000000	0001 f041600000000000	0001 f341800000000000	0001 fa06e00000000000	0001 e9ce200000000000	0001 ead3000000000000	0001 e095e00000000000	0001 fb33000000000000	0001 fb6ca00000000000	0001 ed85000000000000	0001 e1b9600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0019	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0020	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 ef8fa00000000000	0001 e389e00000000000	0001 e484c00000000000	0001 fa16c00000000000	0001 e25dc00000000000	0001 fad8e00000000000	0001 e59ae00000000000	0001 f13a600000000000	0001 ed76a00000000000	0001 f8a8600000000000	0001 fac3e00000000000	0001 fa18e00000000000	0001 fae8600000000000	0001 fc2d000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 ffc5800000000000	0001 e18bc00000000000	0001 e3c4600000000000	0001 e6e1400000000000	0001 ff99000000000000	0001 f155200000000000	0001 eb8c600000000000	0001 e2b9600000000000	0001 e164000000000000	0001 fe8e200000000000	0001 e501400000000000	0001 e63b000000000000	0001 f94d000000000000	0001 f235800000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0021	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000400000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000000000000000	0001 e000600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000000000000000	0001 e000000000000000	0001 e574400000000000	0001 e731400000000000	0001 f68ae00000000000	0001 fbdd800000000000	0001 e4ab400000000000	0001 f2b7200000000000	0001 fc6e000000000000	0001 fff2200000000000	0001 e3b7800000000000	0001 f4b2200000000000	0001 fe79200000000000	0001 f7f6c00000000000	0001 e0ee800000000000	0001 fdbbc00000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e001800000000000	0001 e000600000000000	0001 e000600000000000	0001 e000000000000000	0001 e000000000000000	0001 f969800000000000	0001 f23fc00000000000	0001 e37a400000000000	0001 e51a600000000000	0001 e549400000000000	0001 f1ae800000000000	0001 ec4c600000000000	0001 ecb5c00000000000	0001 fed1600000000000	0001 f310c00000000000	0001 e13ba00000000000	0001 fea3200000000000	0001 e44a600000000000	0001 eadf600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0022	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000400000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000e00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 f1c1c00000000000	0001 f651600000000000	0001 e34f000000000000	0001 f0fbe00000000000	0001 ffa0200000000000	0001 fcb1800000000000	0001 ed02c00000000000	0001 ecd7400000000000	0001 f95fc00000000000	0001 fd7e000000000000	0001 f0fec00000000000	0001 fee1400000000000	0001 e19ba00000000000	0001 ebd4200000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e001600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e002000000000000	0001 e000e00000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 fd8cc00000000000	0001 edec600000000000	0001 f421600000000000	0001 e644e00000000000	0001 f567400000000000	0001 e73f600000000000	0001 e22d800000000000	0001 f9fe400000000000	0001 eab3e00000000000	0001 e3abe00000000000	0001 ecf0200000000000	0001 f223800000000000	0001 e211400000000000	0001 e4fd400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0023	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000400000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000e00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e55a400000000000	0001 e2e2800000000000	0001 e975a00000000000	0001 f94b200000000000	0001 e088a00000000000	0001 e8db400000000000	0001 fe83a00000000000	0001 f5f1c00000000000	0001 e66c200000000000	0001 ea0e400000000000	0001 e713e00000000000	0001 f38ae00000000000	0001 e8d4200000000000	0001 fe7d800000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e001600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e002000000000000	0001 e000e00000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 fc69600000000000	0001 f008400000000000	0001 e5f9000000000000	0001 f222800000000000	0001 f169c00000000000	0001 e104e00000000000	0001 e079c00000000000	0001 fda4800000000000	0001 eea1200000000000	0001 e55de00000000000	0001 f9ee000000000000	0001 fbdd000000000000	0001 f3ab800000000000	0001 fa05c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0024	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000600000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e001c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000400000000000	0001 e000c00000000000	0001 ff23000000000000	0001 f02aa00000000000	0001 e3e1e00000000000	0001 e812600000000000	0001 f0b2000000000000	0001 e068400000000000	0001 ffff800000000000	0001 f36ae00000000000	0001 f247400000000000	0001 e3c0200000000000	0001 ffe3600000000000	0001 ebdec00000000000	0001 e37e400000000000	0001 ecdc600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e001600000000000	0001 e000600000000000	0001 e000600000000000	0001 e000000000000000	0001 e002200000000000	0001 e002000000000000	0001 e000c00000000000	0001 e001e00000000000	0001 e000a00000000000	0001 f457e00000000000	0001 f0ac000000000000	0001 efea200000000000	0001 e0acc00000000000	0001 e4d9600000000000	0001 e11b800000000000	0001 f178200000000000	0001 ff0c800000000000	0001 e418200000000000	0001 f5d4400000000000	0001 e8a1400000000000	0001 fdb6400000000000	0001 eb23c00000000000	0001 e29d600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
